PDB ID,Chain ID,Macromolecule Name,Source,PFAM Acc [Res Range],Pfam ID,Pfam Description
"3G5D","A","Proto-oncogene tyrosine-protein kinase Src","Gallus gallus","PF07714 [268-515]","Pkinase_Tyr","Protein tyrosine kinase"
"3G5D","B","Proto-oncogene tyrosine-protein kinase Src","Gallus gallus","","",""
"3G6M","A","Chitinase","Clonostachys rosea","PF00704 [44-386]","Glyco_hydro_18","Glycosyl hydrolases family 18"
"3G7X","A","Female-specific histamine-binding protein 2","Rhipicephalus appendiculatus","PF02098 [11-155]","His_binding","Tick histamine binding protein"
"3G7X","B","Female-specific histamine-binding protein 2","Rhipicephalus appendiculatus","","",""
"3G88","A","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","PF02527 [33-203]","GidB","rRNA small subunit methyltransferase G"
"3G88","B","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","","",""
"3G89","A","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","PF02527 [33-203]","GidB","rRNA small subunit methyltransferase G"
"3G89","B","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","","",""
"3G8B","A","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","PF02527 [33-203]","GidB","rRNA small subunit methyltransferase G"
"3G8B","B","Ribosomal RNA small subunit methyltransferase G","Thermus thermophilus","","",""
"3G8I","A","Peroxisome proliferator-activated receptor alpha","Homo sapiens","PF00104 [275-448]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3G8I","Z","Nuclear receptor coactivator 1","Homo sapiens","","",""
"3G9E","A","Peroxisome proliferator-activated receptor gamma","Homo sapiens","PF00104 [293-457]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3G9E","B","Nuclear receptor coactivator 1","Homo sapiens","","",""
"3GAL","A","GALECTIN-7","Homo sapiens","PF00337 [6-133]","Gal-bind_lectin","Galactoside-binding lectin"
"3GAL","B","GALECTIN-7","Homo sapiens","","",""
"3GAN","A","Uncharacterized protein At3g22680","Arabidopsis thaliana","PF09187 [38-155]","RdDM_RDM1","RNA-directed DNA methylation 1"
"3GCL","A","Lactoperoxidase","Bos taurus","PF03098 [21-567]","An_peroxidase","Animal haem peroxidase"
"3GCS","A","Mitogen-activated protein kinase 14","Homo sapiens","PF00069 [24-308]","Pkinase","Protein kinase domain"
"3GCZ","A","Polyprotein","Yokose virus","PF01728 [55-224]","FtsJ","FtsJ-like methyltransferase"
"3GF2","A","146aa long hypothetical transcriptional regulator","Sulfurisphaera tokodaii","PF13463 [35-100]","HTH_27","Winged helix DNA-binding domain"
"3GGU","A","Protease","Human immunodeficiency virus 1","PF00077 [6-97]","RVP","Retroviral aspartyl protease"
"3GGU","B","Protease","Human immunodeficiency virus 1","","",""
"3GKZ","A","anti-methamphetamine single chain Fv","Mus musculus","PF07686 [13-124], PF07686 [146-247]","V-set, V-set","Immunoglobulin V-set domain, Immunoglobulin V-set domain"
"3GLQ","A","Adenosylhomocysteinase","Burkholderia pseudomallei","PF05221 [13-472]","AdoHcyase","S-adenosyl-L-homocysteine hydrolase"
"3GLQ","B","Adenosylhomocysteinase","Burkholderia pseudomallei","","",""
"3GM0","A","anti-methamphetamine single chain Fv","Mus musculus","PF07686 [146-247], PF07686 [13-124]","V-set, V-set","Immunoglobulin V-set domain, Immunoglobulin V-set domain"
"3GN0","A","Arginase-1","Homo sapiens","PF00491 [7-300]","Arginase","Arginase family"
"3GN0","B","Arginase-1","Homo sapiens","","",""
"3GP0","A","Mitogen-activated protein kinase 11","Homo sapiens","PF00069 [27-308]","Pkinase","Protein kinase domain"
"3GRV","A","Dimethyladenosine transferase","Methanocaldococcus jannaschii","PF00398 [10-252]","RrnaAD","Ribosomal RNA adenine dimethylase"
"3GRY","A","Dimethyladenosine transferase","Methanocaldococcus jannaschii","PF00398 [10-252]","RrnaAD","Ribosomal RNA adenine dimethylase"
"3GSS","A","GLUTATHIONE S-TRANSFERASE P1-1","Homo sapiens","PF14497 [97-195], PF02798 [5-74]","GST_C_3, GST_N","Glutathione S-transferase, C-terminal domain, Glutathione S-transferase, N-terminal domain"
"3GSS","B","GLUTATHIONE S-TRANSFERASE P1-1","Homo sapiens","","",""
"3GV1","A","Disulfide interchange protein","Neisseria gonorrhoeae","PF13098 [133-255]","Thioredoxin_2","Thioredoxin-like domain"
"3GV1","B","Disulfide interchange protein","Neisseria gonorrhoeae","","",""
"3GV1","C","Disulfide interchange protein","Neisseria gonorrhoeae","","",""
"3GVU","A","Tyrosine-protein kinase ABL2","Homo sapiens","PF07714 [288-538]","Pkinase_Tyr","Protein tyrosine kinase"
"3GWS","X","Thyroid hormone receptor beta","Homo sapiens","PF00104 [269-439]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3GWU","A","Transporter","Aquifex aeolicus","PF00209 [5-121], PF00209 [173-490]","SNF, SNF","Sodium:neurotransmitter symporter family, Sodium:neurotransmitter symporter family"
"3GWV","A","Transporter","Aquifex aeolicus","PF00209 [173-490], PF00209 [5-121]","SNF, SNF","Sodium:neurotransmitter symporter family, Sodium:neurotransmitter symporter family"
"3GWW","A","Transporter","Aquifex aeolicus","PF00209 [173-490], PF00209 [5-121]","SNF, SNF","Sodium:neurotransmitter symporter family, Sodium:neurotransmitter symporter family"
"3GWX","A","PROTEIN (PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR (PPAR-DELTA))","Homo sapiens","PF00104 [281-456]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3GWX","B","PROTEIN (PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR (PPAR-DELTA))","Homo sapiens","","",""
"3GY3","A","Cationic trypsin","Bos taurus","PF00089 [16-238]","Trypsin","Trypsin"
"3GYQ","A","rRNA (adenosine-2'-O-)-methyltransferase","Streptomyces cyaneus","PF00588 [118-258], PF04705 [8-114]","SpoU_methylase, TSNR_N","SpoU rRNA Methylase family, Thiostrepton-resistance methylase, N terminus"
"3GYQ","B","rRNA (adenosine-2'-O-)-methyltransferase","Streptomyces cyaneus","","",""
"3H0A","A","Retinoic acid receptor RXR-alpha","Homo sapiens","PF00104 [265-442]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3H0A","B","Nuclear receptor coactivator 1, Co-activator Peptide","Homo sapiens","","",""
"3H0A","D","Peroxisome proliferator-activated receptor gamma","Homo sapiens","PF00104 [293-457]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3H0A","E","Nuclear receptor coactivator 1, Co-activator Peptide","Homo sapiens","","",""
"3H1X","A","Phospholipase A2 VRV-PL-VIIIa","Daboia russelii","PF00068 [2-117]","Phospholip_A2_1","Phospholipase A2"
"3H52","A","Glucocorticoid receptor","Homo sapiens","PF00104 [553-737]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3H52","B","Glucocorticoid receptor","Homo sapiens","","",""
"3H52","C","Glucocorticoid receptor","Homo sapiens","","",""
"3H52","D","Glucocorticoid receptor","Homo sapiens","","",""
"3H52","M","Nuclear receptor corepressor 1","Homo sapiens","","",""
"3H52","N","Nuclear receptor corepressor 1","Homo sapiens","","",""
"3H5G","A","COIL SER L16D-Pen","","","",""
"3H5G","B","COIL SER L16D-Pen","","","",""
"3H5G","C","COIL SER L16D-Pen","","","",""
"3H6T","A","Glutamate receptor 2","Rattus norvegicus","PF10613 [4-117]","Lig_chan-Glu_bd","Ligated ion channel L-glutamate- and glycine-binding site"
"3H6T","B","Glutamate receptor 2","Rattus norvegicus","","",""
"3H6T","C","Glutamate receptor 2","Rattus norvegicus","","",""
"3H9U","A","Adenosylhomocysteinase","Trypanosoma brucei","PF05221 [4-142], PF05221 [145-436]","AdoHcyase, AdoHcyase","S-adenosyl-L-homocysteine hydrolase, S-adenosyl-L-homocysteine hydrolase"
"3H9U","B","Adenosylhomocysteinase","Trypanosoma brucei","","",""
"3H9U","C","Adenosylhomocysteinase","Trypanosoma brucei","","",""
"3H9U","D","Adenosylhomocysteinase","Trypanosoma brucei","","",""
"3HAM","A","Aminoglycoside phosphotransferase","Enterococcus faecium","PF01636 [21-249]","APH","Phosphotransferase enzyme family"
"3HAM","B","Aminoglycoside phosphotransferase","Enterococcus faecium","","",""
"3HAV","A","Aminoglycoside phosphotransferase","Enterococcus faecium","PF01636 [21-249]","APH","Phosphotransferase enzyme family"
"3HAV","B","Aminoglycoside phosphotransferase","Enterococcus faecium","","",""
"3HAV","C","Aminoglycoside phosphotransferase","Enterococcus faecium","","",""
"3HBB","A","Dihydrofolate reductase-thymidylate synthase","Trypanosoma cruzi","PF00186 [23-191], PF00303 [238-516]","DHFR_1, Thymidylat_synt","Dihydrofolate reductase, Thymidylate synthase"
"3HBB","B","Dihydrofolate reductase-thymidylate synthase","Trypanosoma cruzi","","",""
"3HBB","C","Dihydrofolate reductase-thymidylate synthase","Trypanosoma cruzi","","",""
"3HBB","D","Dihydrofolate reductase-thymidylate synthase","Trypanosoma cruzi","","",""
"3HCD","A","Phenylethanolamine N-methyltransferase","Homo sapiens","PF01234 [24-279]","NNMT_PNMT_TEMT","NNMT/PNMT/TEMT family"
"3HCD","B","Phenylethanolamine N-methyltransferase","Homo sapiens","","",""
"3HCN","A","Ferrochelatase, mitochondrial","Homo sapiens","PF00762 [68-388]","Ferrochelatase","Ferrochelatase"
"3HCN","B","Ferrochelatase, mitochondrial","Homo sapiens","","",""
"3HCO","A","Ferrochelatase, mitochondrial","Homo sapiens","PF00762 [68-388]","Ferrochelatase","Ferrochelatase"
"3HCO","B","Ferrochelatase, mitochondrial","Homo sapiens","","",""
"3HCP","A","Ferrochelatase, mitochondrial","Homo sapiens","PF00762 [68-388]","Ferrochelatase","Ferrochelatase"
"3HCP","B","Ferrochelatase, mitochondrial","Homo sapiens","","",""
"3HCR","A","Ferrochelatase, mitochondrial","Homo sapiens","PF00762 [68-388]","Ferrochelatase","Ferrochelatase"
"3HCR","B","Ferrochelatase, mitochondrial","Homo sapiens","","",""
"3HEC","A","Mitogen-activated protein kinase 14","Homo sapiens","PF00069 [24-308]","Pkinase","Protein kinase domain"
"3HEG","A","Mitogen-activated protein kinase 14","Homo sapiens","PF00069 [24-308]","Pkinase","Protein kinase domain"
"3HGG","A","CmeR","Campylobacter jejuni","PF00440 [20-64]","TetR_N","Bacterial regulatory proteins, tetR family"
"3HGI","A","Catechol 1,2-dioxygenase","Rhodococcus opacus","PF00775 [102-278], PF04444 [32-97]","Dioxygenase_C, Dioxygenase_N","Dioxygenase, Catechol dioxygenase N terminus"
"3HGX","A","Salicylate biosynthesis protein pchB","Pseudomonas aeruginosa","PF01817 [14-90]","CM_2","Chorismate mutase type II"
"3HGX","B","Salicylate biosynthesis protein pchB","Pseudomonas aeruginosa","","",""
"3HII","A","Amiloride-sensitive amine oxidase","Homo sapiens","PF02728 [141-241], PF02727 [39-125], PF01179 [302-710]","Cu_amine_oxidN3, Cu_amine_oxidN2, Cu_amine_oxid","Copper amine oxidase, N3 domain, Copper amine oxidase, N2 domain, Copper amine oxidase, enzyme domain"
"3HII","B","Amiloride-sensitive amine oxidase","Homo sapiens","","",""
"3HJ3","A","Chain A, crystal structure of Dhfr","Cryptosporidium hominis","PF00186 [9-176], PF00303 [239-521]","DHFR_1, Thymidylat_synt","Dihydrofolate reductase, Thymidylate synthase"
"3HJ3","B","Chain A, crystal structure of Dhfr","Cryptosporidium hominis","","",""
"3HJ3","C","Chain A, crystal structure of Dhfr","Cryptosporidium hominis","","",""
"3HJ3","D","Chain A, crystal structure of Dhfr","Cryptosporidium hominis","","",""
"3HJO","A","Glutathione S-transferase P","Homo sapiens","PF14497 [98-195], PF02798 [5-74]","GST_C_3, GST_N","Glutathione S-transferase, C-terminal domain, Glutathione S-transferase, N-terminal domain"
"3HJO","B","Glutathione S-transferase P","Homo sapiens","","",""
"3HKU","A","Carbonic anhydrase 2","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"3HLW","A","CTX-M-9 extended-spectrum beta-lactamase","Escherichia coli","PF13354 [53-262]","Beta-lactamase2","Beta-lactamase enzyme family"
"3HLW","B","CTX-M-9 extended-spectrum beta-lactamase","Escherichia coli","","",""
"3HM1","A","Estrogen receptor","Homo sapiens","PF00104 [336-530]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"3HM1","B","Estrogen receptor","Homo sapiens","","",""
"3HM1","C","Nuclear receptor coactivator 2","Rattus norvegicus","","",""
"3HM1","D","Nuclear receptor coactivator 2","Rattus norvegicus","","",""
"3HP1","A","Deoxycytidine kinase","Homo sapiens","PF01712 [24-257]","dNK","Deoxynucleoside kinase"
"3HRD","A","Nicotinate dehydrogenase large molybdopterin subunit","Eubacterium barkeri","PF01315 [23-128], PF02738 [150-415]","Ald_Xan_dh_C, Ald_Xan_dh_C2","Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain, Molybdopterin-binding domain of aldehyde dehydrogenase"
"3HRD","B","Nicotinate dehydrogenase medium molybdopterin subunit","Eubacterium barkeri","PF02738 [2-266]","Ald_Xan_dh_C2","Molybdopterin-binding domain of aldehyde dehydrogenase"
"3HRD","C","Nicotinate dehydrogenase FAD-subunit","Eubacterium barkeri","PF00941 [3-174], PF03450 [185-284]","FAD_binding_5, CO_deh_flav_C","FAD binding domain in molybdopterin dehydrogenase, CO dehydrogenase flavoprotein C-terminal domain"
"3HRD","D","Nicotinate dehydrogenase small FeS subunit","Eubacterium barkeri","PF00111 [9-63], PF01799 [76-148]","Fer2, Fer2_2","2Fe-2S iron-sulfur cluster binding domain, [2Fe-2S] binding domain"
"3HRD","E","Nicotinate dehydrogenase large molybdopterin subunit","Eubacterium barkeri","","",""
"3HRD","F","Nicotinate dehydrogenase medium molybdopterin subunit","Eubacterium barkeri","","",""
"3HRD","G","Nicotinate dehydrogenase FAD-subunit","Eubacterium barkeri","","",""
"3HRD","H","Nicotinate dehydrogenase small FeS subunit","Eubacterium barkeri","","",""
"3HS4","A","Carbonic anhydrase 2","Homo sapiens","PF00194 [4-259]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"3HS6","A","Prostaglandin G/H synthase 2","Mus musculus","PF00008 [37-68], PF03098 [226-525]","EGF, An_peroxidase","EGF-like domain, Animal haem peroxidase"
"3HS6","B","Prostaglandin G/H synthase 2","Mus musculus","","",""
"3HSN","A","Nitric oxide synthase, brain","Rattus norvegicus","PF02898 [351-712]","NO_synthase","Nitric oxide synthase, oxygenase domain"
"3HSN","B","Nitric oxide synthase, brain","Rattus norvegicus","","",""
"3HSO","A","Nitric oxide synthase, brain","Rattus norvegicus","PF02898 [351-712]","NO_synthase","Nitric oxide synthase, oxygenase domain"
"3HSO","B","Nitric oxide synthase, brain","Rattus norvegicus","","",""
"3HSP","A","Nitric oxide synthase, brain","Rattus norvegicus","PF02898 [351-712]","NO_synthase","Nitric oxide synthase, oxygenase domain"
"3HSP","B","Nitric oxide synthase, brain","Rattus norvegicus","","",""
"3HTH","A","EbrA repressor","Streptomyces lividans","PF00440 [13-58]","TetR_N","Bacterial regulatory proteins, tetR family"
"3HTH","B","EbrA repressor","Streptomyces lividans","","",""
"3HTH","C","EbrA repressor","Streptomyces lividans","","",""
"3HUO","A","CTX-M-9 extended-spectrum beta-lactamase","Escherichia coli","PF13354 [53-262]","Beta-lactamase2","Beta-lactamase enzyme family"
"3HUO","B","CTX-M-9 extended-spectrum beta-lactamase","Escherichia coli","","",""
"3HVT","A","HIV-1 REVERSE TRANSCRIPTASE (SUBUNIT P66)","Human immunodeficiency virus 1","PF06817 [242-303], PF00075 [438-555], PF00078 [63-232], PF06815 [318-419]","RVT_thumb, RNase_H, RVT_1, RVT_connect","Reverse transcriptase thumb domain, RNase H, Reverse transcriptase (RNA-dependent DNA polymerase), Reverse transcriptase connection domain"
"3HVT","B","HIV-1 REVERSE TRANSCRIPTASE (SUBUNIT P51)","Human immunodeficiency virus 1","PF06817 [250-303], PF00078 [63-225], PF06815 [318-419]","RVT_thumb, RVT_1, RVT_connect","Reverse transcriptase thumb domain, Reverse transcriptase (RNA-dependent DNA polymerase), Reverse transcriptase connection domain"
"3HY7","A","A disintegrin and metalloproteinase with thrombospondin motifs 5","Homo sapiens","PF01421 [268-476]","Reprolysin","Reprolysin (M12B) family zinc metalloprotease"
"3HY7","B","A disintegrin and metalloproteinase with thrombospondin motifs 5","Homo sapiens","","",""
"3HZN","A","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","PF00881 [8-193]","Nitroreductase","Nitroreductase family"
"3HZN","B","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","C","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","D","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","E","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","F","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","G","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3HZN","H","Oxygen-insensitive NAD(P)H nitroreductase","Salmonella enterica","","",""
"3I45","A","Twin-arginine translocation pathway signal protein","Rhodospirillum rubrum","PF13458 [21-346]","Peripla_BP_6","Periplasmic binding protein"
"3I5U","A","O-methyltransferase","Streptomyces carzinostaticus","PF00891 [110-314]","Methyltransf_2","O-methyltransferase"
"3I5U","B","O-methyltransferase","Streptomyces carzinostaticus","","",""
"3I9J","A","ADP-ribosyl cyclase","Aplysia californica","PF02267 [4-248]","Rib_hydrolayse","ADP-ribosyl cyclase"
"3I9J","B","ADP-ribosyl cyclase","Aplysia californica","","",""
"3IA4","A","Dihydrofolate reductase","Moritella profunda","PF00186 [3-160]","DHFR_1","Dihydrofolate reductase"
"3IA4","B","Dihydrofolate reductase","Moritella profunda","","",""
"3IA4","C","Dihydrofolate reductase","Moritella profunda","","",""
"3IA4","D","Dihydrofolate reductase","Moritella profunda","","",""
"3IAI","A","Carbonic anhydrase 9","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"3IAI","B","Carbonic anhydrase 9","Homo sapiens","","",""
"3IAI","C","Carbonic anhydrase 9","Homo sapiens","","",""
"3IAI","D","Carbonic anhydrase 9","Homo sapiens","","",""
"3IAK","A","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","Homo sapiens","PF00233 [159-400]","PDEase_I","3'5'-cyclic nucleotide phosphodiesterase"
"3IAZ","A","Lactotransferrin","Bos taurus","PF00405 [345-674]","Transferrin","Transferrin"
"3IB0","A","Lactotransferrin","Bos taurus","PF00405 [345-674]","Transferrin","Transferrin"
"3IB1","A","Lactotransferrin","Bos taurus","PF00405 [345-674]","Transferrin","Transferrin"
"3IB2","A","Lactotransferrin","Bos taurus","PF00405 [345-674]","Transferrin","Transferrin"
"3ID5","A","Pre mRNA splicing protein","Saccharolobus solfataricus","PF01798 [147-372]","Nop","snoRNA binding domain, fibrillarin"
"3ID5","B","Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase","Saccharolobus solfataricus","PF01269 [8-231]","Fibrillarin","Fibrillarin"
"3ID5","C","50S ribosomal protein L7Ae","Saccharolobus solfataricus","PF01248 [20-114]","Ribosomal_L7Ae","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"3ID5","D","half C/D RNA","","","",""
"3ID5","E","Pre mRNA splicing protein","Saccharolobus solfataricus","","",""
"3ID5","F","Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase","Saccharolobus solfataricus","","",""
"3ID5","G","50S ribosomal protein L7Ae","Saccharolobus solfataricus","","",""
"3ID5","H","half C/D RNA","","","",""
"3ID6","A","Pre mRNA splicing protein","Saccharolobus solfataricus","PF01798 [147-259]","Nop","snoRNA binding domain, fibrillarin"
"3ID6","C","Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase","Saccharolobus solfataricus","PF01269 [8-231]","Fibrillarin","Fibrillarin"
"3IEO","A","Carbonic anhydrase 2","Homo sapiens","PF00194 [4-259]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"3IHT","A","S-adenosyl-L-methionine methyl transferase","Ruegeria pomeroyi","PF12692 [12-172]","Methyltransf_17","S-adenosyl-L-methionine methyltransferase"
"3IHT","B","S-adenosyl-L-methionine methyl transferase","Ruegeria pomeroyi","","",""
"3IHZ","A","70 kDa peptidylprolyl isomerase, putative","Plasmodium vivax","PF00254 [32-122]","FKBP_C","FKBP-type peptidyl-prolyl cis-trans isomerase"
"3IHZ","B","70 kDa peptidylprolyl isomerase, putative","Plasmodium vivax","","",""
"3IIZ","A","Biotin synthetase, putative","Thermotoga maritima","PF06968 [230-331], PF04055 [57-216]","BATS, Radical_SAM","Biotin and Thiamin Synthesis associated domain, Radical SAM superfamily"
"3IJD","A","uncharacterized protein","Hungateiclostridium thermocellum","PF02219 [140-253]","MTHFR","Methylenetetrahydrofolate reductase"
"3IJD","B","uncharacterized protein","Hungateiclostridium thermocellum","","",""
"3IJX","B","Glutamate receptor 2","Rattus norvegicus","PF10613 [4-117]","Lig_chan-Glu_bd","Ligated ion channel L-glutamate- and glycine-binding site"
"3IJX","D","Glutamate receptor 2","Rattus norvegicus","","",""
"3IJX","H","Glutamate receptor 2","Rattus norvegicus","","",""
"3IK3","A","Proto-oncogene tyrosine-protein kinase ABL1","Mus musculus","PF07714 [242-492]","Pkinase_Tyr","Protein tyrosine kinase"
"3IK3","B","Proto-oncogene tyrosine-protein kinase ABL1","Mus musculus","","",""
"3IK6","B","Glutamate receptor 2","Rattus norvegicus","PF10613 [4-117]","Lig_chan-Glu_bd","Ligated ion channel L-glutamate- and glycine-binding site"
"3IK6","E","Glutamate receptor 2","Rattus norvegicus","","",""
"3IK6","H","Glutamate receptor 2","Rattus norvegicus","","",""
"3ILT","B","Glutamate receptor 2","Rattus norvegicus","PF10613 [4-117]","Lig_chan-Glu_bd","Ligated ion channel L-glutamate- and glycine-binding site"
"3ILT","E","Glutamate receptor 2","Rattus norvegicus","","",""
"3ILT","H","Glutamate receptor 2","Rattus norvegicus","","",""
"3ILU","B","Glutamate receptor 2","Rattus norvegicus","PF10613 [4-117]","Lig_chan-Glu_bd","Ligated ion channel L-glutamate- and glycine-binding site"
"3ILU","E","Glutamate receptor 2","Rattus norvegicus","","",""
"3ILU","H","Glutamate receptor 2","Rattus norvegicus","","",""
"3IQD","B","Octopine dehydrogenase","Pecten maximus","PF02317 [199-360]","Octopine_DH","NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain"
"3IT4","A","Arginine biosynthesis bifunctional protein argJ alpha chain","Mycobacterium tuberculosis","PF01960 [24-199]","ArgJ","ArgJ family"
"3IT4","B","Arginine biosynthesis bifunctional protein argJ beta chain","Mycobacterium tuberculosis","PF01960 [200-401]","ArgJ","ArgJ family"
"3IT4","C","Arginine biosynthesis bifunctional protein argJ alpha chain","Mycobacterium tuberculosis","","",""
"3IT4","D","Arginine biosynthesis bifunctional protein argJ beta chain","Mycobacterium tuberculosis","","",""
"3ITA","A","D-alanyl-D-alanine carboxypeptidase dacC","Escherichia coli","PF07943 [259-350], PF00768 [5-240]","PBP5_C, Peptidase_S11","Penicillin-binding protein 5, C-terminal domain, D-alanyl-D-alanine carboxypeptidase"
"3ITA","B","D-alanyl-D-alanine carboxypeptidase dacC","Escherichia coli","","",""
"3ITA","C","D-alanyl-D-alanine carboxypeptidase dacC","Escherichia coli","","",""
"3ITA","D","D-alanyl-D-alanine carboxypeptidase dacC","Escherichia coli","","",""
"3IV6","A","Putative Zn-dependent Alcohol Dehydrogenase","Rhodobacter sphaeroides","","",""
"3IV6","B","Putative Zn-dependent Alcohol Dehydrogenase","Rhodobacter sphaeroides","","",""
"3IV6","C","Putative Zn-dependent Alcohol Dehydrogenase","Rhodobacter sphaeroides","","",""
"3IV6","D","Putative Zn-dependent Alcohol Dehydrogenase","Rhodobacter sphaeroides","","",""
"3IW1","A","Cytochrome P450 CYP125","Mycobacterium tuberculosis","PF00067 [304-392]","p450","Cytochrome P450"
"3IWM","A","3C-like proteinase","Severe acute respiratory syndrome-related coronavirus","PF05409 [29-301]","Peptidase_C30","Coronavirus  endopeptidase C30"
"3IWM","B","3C-like proteinase","Severe acute respiratory syndrome-related coronavirus","","",""
"3IWM","C","3C-like proteinase","Severe acute respiratory syndrome-related coronavirus","","",""
"3IWM","D","3C-like proteinase","Severe acute respiratory syndrome-related coronavirus","","",""
"3IWM","E","N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE","synthetic construct","","",""
"3IWM","F","N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE","synthetic construct","","",""
"3IWM","G","N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE","synthetic construct","","",""
"3IWM","H","N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE","synthetic construct","","",""
"3IX9","A","Dihydrofolate reductase","Streptococcus pneumoniae","PF00186 [4-163]","DHFR_1","Dihydrofolate reductase"
"3IX9","B","Dihydrofolate reductase","Streptococcus pneumoniae","","",""
"3IXL","A","Arylmalonate decarboxylase","Bordetella bronchiseptica","PF17645 [20-237]","Amdase","Arylmalonate decarboxylase"
"3IZ0","A","alpha tubulin, Chain A from PDB 1JFF","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"3IZ0","B","beta tubulin, Chain B from PDB 1JFF","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"3IZ0","C","NDC80-SPC25 chimera protein, Chain B from PDB 2VE7 (Ndc80 bonsai)","Homo sapiens","PF03801 [81-202]","Ndc80_HEC","HEC/Ndc80p family"
"3IZ0","D","NUF2-SPC24 chimera protein, Chain D from PDB 2VE7  (Ndc80 bonsai)","Homo sapiens","PF03800 [4-145], PF08286 [147-156]","Nuf2, Spc24","Nuf2 family, Spc24 subunit of Ndc80"
"3IZ0","E","NDC80-SPC25 chimera protein, Chain B from PDB 2VE7 (Ndc80 bonsai)","Homo sapiens","","",""
"3IZ0","F","NUF2-SPC24 chimera protein, Chain D from PDB 2VE7  (Ndc80 bonsai)","Homo sapiens","","",""
"3J6G","A","Tubulin alpha-1A chain","Sus scrofa","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"3J6G","B","Tubulin beta chain","Sus scrofa","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"3J6G","C","Tubulin alpha-1A chain","Sus scrofa","","",""
"3J6G","D","Tubulin beta chain","Sus scrofa","","",""
"3J6G","E","Tubulin alpha-1A chain","Sus scrofa","","",""
"3J6G","F","Tubulin beta chain","Sus scrofa","","",""
